review,sentiment
"내가이 세상에서 악을 찾으러 갔을 때, 나는 아무 것도 나쁘게 얻지 못했습니다. 내가 내 마음을 보았을 때, 나는 나보다 더 나쁘지 않다는 것을 알았다.",negative
이제 그들을 죽이기 위해 다른 사람에게 이것을 말하지 마십시오. 그들은 당신을 죽여야합니다.,negative
"Birla이든 Tata이든, 모두 가이 나라를 그 일로 삭감했습니다.",negative
"도시가 우리를 자면, 여기서 무슨 일이 일어나고, 여기에서 깨어나고, Lashe가 살아 있고, 죽은 사람은 그곳에서 생명을 잃습니다.",negative
나는 내 마음을 찢은 후 울었고 방금 자매 -in -law가 돌봐달라고 물었다.,negative
명예 Shri 10001 kk kk Santiapa의 관리자는 항상 마음에 부러졌지만 아무도 그것이 큰 슬픔의 문제라고 믿지 않을 것입니다.,negative
그리고 Dravid의 상태는 위에서 루피를 만들지 않은 정직한 아버지처럼 일어날 것입니다. 언젠가 그의 아이들은 아편을 팔았습니다.,negative
OMGl 이것은 Madrasas에서 공부하는 이슬람 뱀입니다. Madrasas가 문을 닫지 않으면 인도에서 당신에게 일어날 것입니다.,negative
"Sai Devotee의 비극 형제, 나는 Sai (Chand Mian)를 숭배하는 이유를 포기했습니다.이 기사를 읽는 이유 : Sai AKA (Chand Mian",negative
어느 수면도 계속되지 않고 오늘날 표현에 부족한 것이있는 것 같습니다.,negative
Kejriwal과 그의 요원 사이에 약간의 수치가 있다면 법원 밖에서 타협하는 대신 법원에서 Gadkari에 대한 증거를 제시해야합니다.,negative
"그의 출발 후, 이생에서 친구, 친구들, 마음이 거기에 있었던 곳은 오늘날 그곳에 아프다.",negative
J & K : Landslides에서 사망 20 실종 : Jammu와 Kashmir의 Udhampur 지구의 외딴 산악 마을에서 폭우,negative
"그의 첫 교수형, 처형을 준비 할 때",negative
나라에 소금을 공급하는 타타는 아무것도 알지 못합니다. 재난의 나머지 기간 동안 애국심의 드럼은 Dhol Pitt에 의해 채워질 것입니다.,negative
인도의 미디어는 부패하고 반 인두를 판매하는 반역자입니다. Google은 지금이 사실을 알고 있습니다,negative
#모민 사전 J & K : 7 산사태에서 사망 20 실종,negative
#첫 번째 교수형을 준비하는 모임,negative
Sreesanth가 수건을 남겨두면 Ravi Shastri의 입에 넣어야합니다.,negative
#meherbaan은 지루한 노래를 만들어 우리에게 친절해야합니다. 감사합니다 #bangbang,negative
당신은 Guru Ghantal = d의 주인입니다,negative
J & K : Landslides에서 사망 20 실종 : Jammu와 Kashmir의 Udhampur 지구의 외딴 산악 마을에서 폭우,negative
J & K : Landslides에서 사망 20 실종 : Jammu와 Kashmir의 Udhampur 지구의 외딴 산악 마을에서 폭우,negative
누군가가 침묵을 듣는다면 우리는 또한 무언가를 말합니다.,negative
우리는 Loc로 가서 성기를 제거하고 파키스탄에서 그것을 만들어야합니다. 그렇지 않으면이 파키스탄이 우리 이마에 Chodu를 쓸 때는 그리 멀지 않습니다.,negative
"당신이 당신을 찾아 나가더라도, 당신이 길을 잃었다면 더 많았습니다.",negative
이것은 빗물이 아니라 카슈미리 팬 디트의 눈의 눈물입니다.,negative
델리의 Thukmaster와 Urin 전문가 Pornnath는 이제 Sala Gimmick에서 머리를 면도 할 것입니다. 이것은 아버지입니다.,negative
"그들은 단지 폭탄을 폭격하기 위해 왔습니다. 이것을 끝내지 못할 것입니다. 반대로, Nirih는 죽고 ISIS에 합류 할 것입니다. 지상 싸움이 필요합니다.",negative
Madheshi Public은 Madheshi 정당의 무 활동과 Madheshi 지도자들의 무관심으로 인해 실망의 분위기를 가지고 있습니다. 선거에 들어갔다,negative
마음은 모든 파키스탄을 극으로 이기고 싶어하지만 그런 막대기를 얻지 못합니다.,negative
여성의 Falsafa : 나는 말하고 있지는 않지만 그렇다는 것을 의미 할 수 있으며 당신이 의미하는 것을 부를 수 있습니다. 나는 그것을 잘못이라고 부를 것입니다.,negative
"우리가 금의 사람들에게 전화를 걸면, 우리는 토양 사람들에게 전화를 걸고, 슬리퍼는 항의를 위해 발견 될 것이지만, 나렌드라 바이가 플래티남이라고 말하면 메시아 #truth",negative
"오늘, 그는 자신의 균열에서 새로운 건축 작업을 전달했습니다.",negative
미소를 지르고 미소를 지르면 수백 배의 아름다움이 증가합니다.,negative
유쾌한 시간이 다시 인생에서 왔습니다. 우리는 Anoop Wakade 형제를 잃었습니다. 최근 CL,negative
"사랑이 있었을 때, 좋은 일의 효과가있었습니다. 범죄도 처벌을 받았다는 소식이 없었습니다.",negative
이라크와 미국 소식통은 이라크 북부의 Amarika의 공습에서 IS의 죽음이?,negative
Armaan은 당신과 함께 생명을 보냈습니다. 침묵하는 열풍은 이것보다 더 많으며 오늘날 당신이 올 때까지 기다릴 것입니다.,negative
방금 앉아 있었는데 지금은 인수했습니다.,negative
Mainpuri의 사람들은 지구상에서 가장 큰 바보입니까? 모든 지구의 모든 사람들이 그렇게 어리석은가?,negative
3 개의 Nakkara가 그곳에서 목사가되었습니다. Nagnath Darkness Kangibhyarprasad,negative
내 마음이 타지 않는다.,negative
Maharashtra는 권력 위기에 대한 센터와 충돌했습니다. Maharashtra와 중앙 정부 사이에는 전기에 대한 치열한 전투가 있습니다. 에너지,negative
"이 모든 것이 행운의 영향을 받고, BA 패스는 실업자이며 BA는 실패한 목사입니다.",negative
"Hahaa Lovyy """"패배의 승자는 Baazigar라고하며 승리 경기는 Dhoni라고합니다. """,negative
"이 모든 것이 행운의 영향을 받고, BA 패스는 실업자이며 BA는 실패한 목사입니다.",negative
당신은 올 것입니다. 더 많은 절망이 당신의 딸꾹질에 올 것입니다.,negative
그래서 당신은 언제 당신 자신이 될 것입니까? 우리는이 달리기 전력의 변화가 계속 될 때까지 계속 될 것이라고 믿습니다.,negative
무슬림들은 또한 자부심을 가진 ISIS와 같은 테러 단체에 합류하고 있으며 여기에서 사람들은 RSS에 합류하는 것을 부끄러워합니다.,negative
세상의 사랑을 제외하고는 더 많은 슬픔이 있습니다,negative
"델리에서는 정부가 BJP의 행운이 될 것이며, 의회와 AAP가 열릴 것입니다. 두 당사자는 BJP의 플롭에 대한 희망에 앉아 있습니다.",negative
어제까지 Dhoni는 뉴스 채널에서 Captain Cool 및 Captain Stigma와 경쟁 할 수 없었습니다. -Kejriwal의 작별 연설,negative
이 시대는 버팔로이고 세상은 홈통입니다 --- 우리는 모두 홈통 버그입니다 ---- 우리는 매일 거짓말을합니다.,negative
간디를 Mahatma와 Bapu로 부르는 것은 국가에 대한 모욕이 아닌가?,negative
"크리켓은 불필요한 종교가되지 않았습니다. 그들을 인정하는 종교의 큰 임무가 있으며, 이런 이유로 오늘날 일부는이 종교를 이용하는 데 관여하고 있습니다.",negative
"Modi Ji 's Mantra, 모든 사람과 모든 사람과 천 크로스 루피를 가진 모든 사람들, 이제 향상, 압둘라, 파키스탄에서의 만남에 대해 이야기하고 파키스탄에서 모임",negative
그렇습니다. 그러면 Musharf와 Nawaz Sharif의 Goons는 없을 것입니다. 그러면 Bhaktigiri를 떠날 것입니다.,negative
매일 태양은 내가 오늘 나에게 불충실했다고 말한다 - 어느 날 통과 -Vishal Tripathi,negative
전 NCP 지도자이자 Vijay Kumar Gavit 장관,negative
어떤 사람들은 자라면서 죽었고 자란 사람들은 중요한 곳에서 죽었습니다.,negative
테러와 싸우는 것에 대해 이야기하면서 앉아서 잠을 자면서 테러리스트들은 집에서 통치하기 시작했습니다.,negative
야신 길 라니 (Yasin Gilani)와 밴드가 카슈미리스 (Kashmiris) 카테고리를 구하지 않는 이유는 무엇입니까?,negative
미트라 던니 야 (Mitra Duniya)의 가장 큰 민주주의 국가는 인도의 헌법 경비대에 의해 치명적이고 걱정하고 있습니다.,negative
어떤 사람들은 페이스 북과 트위터를 사용하여 실제 문제를 알립니다.,negative
"우리의 사랑이 무엇이든, 그들은 다른 사람을 사랑하고, 방금 잃어 버렸습니다. 우리는 그들이 사랑하는이 정보를 우리의 친구입니다 ...",negative
Asafoetida는 기름이나 검으로 기름을 곁들이지 않을 것입니다 - #Isis,negative
이슬람에는 평화와 형제가 있기 때문에 무슬림들로부터 평화를 기대하는 것은 어리석은 일입니다.,negative
게이트의 부상을 피하고 펼치지 않으면 인용하는 것은 어렵지 않습니다.,negative
<< chal part pussy는 우리나라입니다. 선교사와 와하비를위한 장소는 없습니다.,negative
"사랑에 상실이있을 것이라는 의심이 있었지만, 그것은 알려지지 않았고 나의 것만 - Vishal Tripathi",negative
~ Chappadganju,negative
살만 칸 (Salman Khan)은 빅 보스 8에서 비행기를 달릴 것입니다. 이 뉴스는 보도들 사이에 분위기의 분위기가 있으며 포탑은 칼리파에 대한 두려움의 그림자 아래에 있습니다.,negative
내가 어디로 가져 갔고 내 죽음이되었습니다,negative
"오늘날, 시간의 진실과 정직의 시간",negative
오늘 밤에 이상한 전쟁이있는 이상한 전쟁이 있습니다. 눈은 금이라고 말하고 마음은 울고 있습니다.,negative
이제 #Whymediaissoantihindu가 5-m에 팔렸 기 때문에 발견되었습니다 (Marx Mulla Missionary Macaulay and Market),negative
거짓말과 속임수,negative
때때로 Anushka는 패배의 이유이며 때로는 공유하고 Mardani를 만듭니다.,negative
그래서 나는이 마살라 영화에 반대하고 Dhoni와 같은 영화를 보여줍니다. Herogiri에 도착했습니다,negative
중간 카스트의 새로운 봉건의 Dalit-God와 파시스트 경향은 사회의 이름으로 나오고 있습니다.,negative
Arvind Kejriwal과 같은 생물은 어제 정치에 결코 없었으며 내일의 정치에 있지 않을 것입니다.,negative
인도 의회는 수요일에 다시 당황했다. Rajya Sabha 절차 중에 BSP 및 SP 회원이 충돌했습니다.,negative
"카슈미르 (Kashmir)라는 이름으로 지하드를하는 사람들, 이제 당신은 카슈미르에 와서이 나쁜시기에 당신의 형제들을 도와주세요. 지금이 나쁜 시간에 찢어 졌습니까?",negative
"그의 기억 속에서 우리는 욕조를 울고 채웠다. 그의 기억 속에, 우리는 울고 욕조를 채웠다. 그리고 그는 그에게 목욕을했다. #notmine",negative
#dhoni ji는 #Modi ji의 생각을 따르는 것 같습니다. #indvseng,negative
"이전에는 용기가 희망과 충성심이었고, 이제 불안은 두려움과 고통을 깨우 았습니다.",negative
나는 법원에서 사건을 잃을 것입니다. 나는 판사와 Naseeb가 어디에 있는지 확신했습니다.,negative
#Whymediaissoantihindu 인도의 미디어는 반 -파산 및 반 인두입니다. Google은 지금이 사실을 알고 있습니다,negative
어떤 사람들은 다른 사람들과 다른 사람들의 다른 항목을 좋아하며 기회가 되 자마자 그들 자신을 만들어냅니다.#이것은 탐욕이라고합니다.,negative
"그들이 복용 한 후에 돌아온 것이 무엇이든, 그들은 일을 떠나고 손에 닿는 겁을 먹으며, 사무실의 문제를 집으로 가져옵니다.",negative
"결국, 잘 계획된 음모 아래, Azam Khan과 Javed Usmani와 같은 Dhore 힌두교도들은 힌두교의 Mahakumbh를 담당했습니다.",negative
"도니는 싸움이 있다면 나는 마찬가지로, 나는 내가 말한 다음 모든 사람을 이겼다. LOLZ",negative
그들의 이야기는 놀랍습니다. 세속적 인 사람들은 공동체를 말하고 하드 코어는 세속적으로 말해줍니다. 그들은 양쪽에서 남용해야합니다.,negative
Kejriwal은 KBC에 가서 첫 번째 질문에 대한 첫 번째 답변을하고 Bigb에 대항하여 Dharna에 앉아 의자에서 내리라고 요청했을 때의 첫 번째 답변을 드리는 라운다입니다.,negative
Muhammad Jalaludin Akbar는 Karameena Bazaar와 그의 하렘에서 소녀들을 납치하는 데 사용되었습니다.,negative
) Aurangzeb는 이슬람을 받아들이지 않기 위해 가라 파니에서 끓여서 살아있는 피부를 제거하겠다는 법령을 발표했습니다.,negative
뿌리 지능형 사기꾼은 Dacoits와 Country Robs가됩니다. 교육받은 장난 당국자들은 IAS 임원을 IAS 임원으로 만듭니다.,negative
ISIS가 잠무와 카슈미르에서 무고한 사람을 구하고 많은 인도 무슬림들이 ISIS #Kashmirfloods를 지원하고 있습니다.,negative
가장 쉬운 것은 결함을 찾고 가장 어려운 작업을 수행하여 사람들이 쉬운 작업을 수행하는 것입니다.,negative
역사 이슬람은 역사의 잃어버린 페이지입니다. 인도가 가장 억압과 부를 견뎌낸 나라라는 것을 알고 있습니까?,negative
"힌두교 이름의 이름이 어디에나있을 때, 힌두교뿐만 아니라 힌두교도가 될뿐만 아니라 힌두",negative
목장에서 테러 조직의 뉴스 위협을 깨기 위해 '30 일 만에 마을을 떠나거나 소녀를 죽이고 무슬림이 되십시오.,negative
당신은 모든 사람을 부패시킨 유일한 파티와 미디어를 판매하고 반복적으로 부릅니다. 이제 전략에서 무엇이 바뀌 었습니까?,negative
평화와 우정의 문제에 계속 오면 항상 해를 끼칠 것입니다. 파키스탄은 확실하지 않습니다.,negative
Rayudu를 신뢰하도록 만들어졌고 우리는 또한 거리를 Dhoni에게주고 있습니다.,negative
용기 팬과 팡파르의 차이를 알고 있다면 Mahendra Singh Dhoni는 전혀 아닙니다.,negative
"Lost India 1 Ball, 5 점을 득점하는 방법과 심판의 드레스가 잉글랜드 팀과 같은 상황에서도 말해주십시오.",negative
누군가가 지금 죽을 것임을 보자. 그는 나를 맹세했고 나는 그를 맹세했다.,negative
"여자들이 여자를 태우고 죽는 지, 외곽이 죽으면 우리는 여자가 있고, 우리는 집에 가고 싶지 않아, 외출하고 싶지 않습니다.",negative
파키스탄은이 날 Shri Krishna 사원에 156 개의 폭탄을 던졌고 서부 인도의 4 가지 중요한 순례지와 4 개,negative
"도니는 크리켓의 존엄성에 반대하지 않았으며 Rayudu에게 파업조차하지 않았으며, 그것은 단지 영웅이되는 과정에 있습니다.",negative
"사람들에게 설명 해야하는 형제, 당신은 Akhilesh를 Akal Ash로 이해했으며 Kher Rahul의 도착으로 선거는 의회 Amethi와 Rae Bareli의 영향을 받았습니다.",negative
잉크 대신 우리 나라의 저널리즘 펜에서. 돈은 알코올이고 즉. 이제이 찬송가가 노래 할 것입니다,negative
우리의 꿈은 당신이 다른 사람을 잃어버린 곳을 알고 있었습니까? 우리는 직접해야합니다 _/ + _ :),negative
모두가 성미를 잃고 피를 마시기 위해 돌아 다니며 모두 건강하다 -Baba Zahildas,negative
우리는 인형의 고통의 이야기에서도 강제로 상업적인 휴식을 취함으로써 채널 탈취제와 속옷의 광고를 보여주는 것을 잊을 수 없습니다. ',negative
이것은 AAP에 대한 위대한 깡패이며 BJP가 이끄는 민주주의 LG Media Congress Ambani#Sucraudbysecretballot을 포함하여,negative
소식; 영국은 인도 3 런과 도니의 chutiape를 물리 쳤다.,negative
"오늘날, 도니는 파빌리온에서 많이 먹을 것이고 그의 머리카락도 머리카락을 긁을 수 있습니다.",negative
인도 크리켓 선수가 같은 공개를했다면 미디어와 세속은 거짓이었을 것입니다.,negative
파키스탄을 응원 한 시바 바가 토 (Shiva Bhagato)와 인도 군대를 돌진 한 반역자 카슈미리 무슬림,negative
기자이자 지식인의 이미지를 가진 Veda Vedic은 안개가 심해서 그가 아무것도 아니라고 밝혔다.,negative
",,, 아주 좋은 메시지는 두 번 읽고, 인생의 두 가지가 항상 고장을위한 것입니다 : 호흡과 호흡으로",negative
"그는 또한 경기에서 패배했고 경기에서 시간을 낭비하여 여자 친구와 이야기하지 않았다. 이제 그것을 Double Bhasad라고합니다. ,,,",negative
Kejriwal은 KBC에 가서 첫 번째 질문에 대한 첫 번째 답변을하고 Bigb에 대항하여 Dharna에 앉아 의자#HDL을 물었을 때 Bigb에 대항하여 Dharna에 앉을 라운드입니다.,negative
그리고이 인도의 선장 인 Mahendra Singh Dhoni 자신은 경기에서 멀어져 영웅이되었습니다. #indvseng,negative
BJP 및 AAS.S.S. 이데올로기의 선임 기자는 그가 인도 의회를 뱉어 낸다고 말했다.,negative
우리의 Kohli Rayudu 또는 Jadeja는 망친 것을 버렸습니다. 개를 죽이고 경기를 잃고 경기에서 패했습니다.,negative
도니는 Rayudu를 데려 가서 팀을 완료 했습니까? Paddi는 가난한 사람들을 얻었고 박쥐를하지 않았습니다.#indvseng,negative
: 오늘은 아니고 Anushka가 'Sakshi'로 차례가 아닙니다. 나가서 분노를 꺼내십시오.,negative
"형제, 곤충이 언제 세속적이고 공동체인지 말씀해 주시겠습니까? 나는이 질병이 인간 종으로만 제한되어 있다고 느꼈다.",negative
이상한 종족이 있습니다. 만약 당신 이이 인생에서 이기면 많은 사람들이 당신 뒤에 남겨져 잃어 버리고 그들은 당신을 떠납니다.,negative
그러나 일본의 중국 확장주의를 불필요하게 비난하고 인도의 티베트 자유에 대한 법령을 발행하는 사람들의 그러한 기대는 의미가 없습니다.,negative
이것은 도니의 부정직입니다. rayudu에서 수비하고 박쥐를하지 않았습니다.@coolfunnytshirt,negative
"좋은 아침, 아무도 아무도 매료되지 않았으며, 모든 사람의 머리가 왕관되지는 않습니다.",negative
Nithari 사건은 Surendra Kohli가 금지했다고 비난했다,negative
"한 번도, 테러의 근원이 꾸란의 인도 언론에서 논의되지 않는 이유는 무엇입니까? 힌두교 종교 텍스트 등에 항상 미디어 행위가 있습니다.",negative
NH 82의 트래픽은 Biharsharif와 셰이크 푸라의 부러진 다리로 인해 정체되었습니다.,negative
이제이 신발은 이제 무기가되어 Kejru와 그의 일에 비가 내 렸습니다.,negative
Mohan Bhagwat는 값 비싼 교육에 대한 우려를 표명했습니다,negative
"결국, 사람들이 왜 여기서 무서워지고 있습니까? 결국, 왜 거리에서 사기꾼들이 두려움없이 있습니까?",negative
Madhya Pradesh의 Satna District의 Maihar MLA는 1 월 Jura Panchayat의 불법 광업의 경우 Sarpanch와 미디어 요원을 공격했습니다.,negative
"의회에 투표 한 그러한 유권자에 대해, 헌법 제작자는 행위자와 지도자를위한 정의와 대중을위한 법을 제정했습니다.",negative
"이 나라는 모든 사람에게 속하며 모든 사람들이 나라의 어느 곳에서나 머무를 권리를 부여했으며, Thackeray 가족의 정치는 작은 사고 방식을 보여줍니다.",negative
델리의 실라 정부는 잔인하게 비가 내렸다.,negative
"일반 대중이 살해 당했을 때, Naxalite는 방황하고 있으며 의회가 죽었을 때 일어난 일은 매우 나쁩니다.",negative
#kashmirfloods는 한 번 명상하지만 나중에 Kashmiri Pandits가 기억됩니다. 그는 세속적 인 음부라고합니다.,negative
코를 중국으로 씹고 델리에서 막대기를 주어 국경으로 보내는 방법은 한 가지뿐입니다.),negative
경찰이 무고한 사람들에게 기둥을 샤워 할 때 Damini와 어린 소녀를 강간 하면서이 부패는 어디로 죽었습니까?,negative
DMK는 정부와 반 이혼했다.,negative
Shinde는 Sangh와 BJP를 간접적으로 실제 테러리스트와 파키스탄의 Hosla Afzai에 대해 비난했습니다.,negative
Pawan Bansal의 집은 오늘 희생되었습니다.이 염소는 계속해서자를 것입니다. 그러나 그의 Amma는 얼마나 오래 축하 할 것인가?,negative
법과 질서의 법과 질서가 개선되면 먼저 양초 판매에 대해 금지되어야합니다.이 촛불 문화는 사회의 겁쟁이가됩니다.,negative
전 사르 산그 칼락 bhaiya ji sudarshan의 죽음에 대한 마음의 고통은 그의 영혼에 평화를 주어야합니다.,negative
Maharashtra는 물과 관련하여 나쁜 모양이며 지도자들은 대중의 상처에 소금을 뿌려서지도,negative
이 쿤 그라시가 왜 나를 차단하는지 모르겠다.,negative
Vande Mataram의 애국가는 Lok Sabha의 전통입니다. 이 노래에서는 공동체가 없지만 강제적으로 안티 무슬림이라고 불 렸습니다.,negative
아름다운 도시 Arvind Kejriwal Burns Delhi의 심장을 뒤로하고 전기 요금을 가져가는 첫날,negative
Pak #hribhoomi #Pakistan #Imrankhan의 민주주의 손상,negative
BK Hui Sardna와 같은 앵커 및 뻔뻔한 Damru를 좋아하는 디 칸,negative
"거의 모든 언론이 Lokpal과 Anna Fast에 침묵을 가졌으며, 운동이 중단되었거나 누군가가 팔렸습니까?",negative
"국경에 글을 쓰는 어머니의 아들, 잉크를 이해하는 자신의 잉크로 델리를 세탁합니다.",negative
"1 농부는 2 개월 동안 굶주림 파업을 해왔으며, 마른 밭에서 관개를 위해 댐에서 물을 풀어 주었지만, 지도자들은 또한 가뭄을 놀리고 있습니다.",negative
총리가 투표 은행의 탐욕에있는 레드 포트 (Red Fort)의 인도 깃발과 함께 인도 깃발을 들어 올리는 날은 그리 멀지 않습니다.,negative
안드라 프라데시의 핸드 룸 및 섬유 장관 인 Shankar Rao는 그의 Pa Venkatesh를 공공 플랫폼에서 때렸다. 전화는 늦게 집어 들었다.,negative
외계인 인 석재 마루는 누구입니까?,negative
"그는 많이 말하지만, 그가 할 수 없더라도 #Merazahan 😒😩를 할 수 없더라도 그렇게 많이 듣지 않습니다.",negative
"누군가가 당신의 문에 와서 이것을 요구할 때, 물어볼 의견은 당신에게 경고하게되었습니다.",negative
"SC의 주문에서, 통신 회사의 122 번 라이센스의 취소는 U.P.를 의미합니다. 나는 약 125 명의 모바일 홀더를 죽일 것입니다",negative
산타 : 달링은 오늘 비가 내리고 있습니다. 날씨는 매우 좋습니다.,negative
그는 폐기물에 어린이들의 메시지를 전하기 위해 10 억 2 천만 건의 폐기물을 보냈습니다.,negative
"카슈미르에서 7 일간의 멸망 : 홍수로 집을 잃어버린 3 명의 목사, 지붕에 앉아있는 사람들 -Dainik Bhaskar",negative
내가 죽을 때 아무도 큰 차이가 없을 것입니다. 내 친구는 내 여행이 사라지는 것을 울 것입니다.,negative
미디어와 경찰은 2G 석탄 롤링 스포츠 레일과 같이 1.20 크로 어의 경기 고정에 대해 5 일 정도 걱정하고 있습니다.,negative
DGP는 인텔리전스 시스템의 실패에 커튼을 넣었습니다.,negative
Jyoti 살인 사건 : 주요 재량에 대한 손가락,negative
SP는 Shah의 진술에 분출했다,negative
"Sarabjit의 죽음에 따라, 다른 보컬과 활동적인 인권의 조직화 된 침묵의 비밀은 누군가에게 숨겨져 있습니까?",negative
트랙에서 차량의 무단 소지 : Aburod. 버스 스탠드 레일 웨이 스테이션 도로에서 도로의 도로에있는 차량,negative
파키스탄의 힌두교 인들에게 무자비한 잔학 행위가 있습니다. 그들의 비명을들을 사람은 없습니다.,negative
"카슈미르에서 7 일간의 멸망 : 홍수로 집을 잃어버린 3 명의 목사, 지붕에 앉아있는 사람들 -Dainik Bhaskar",negative
어두운 밤에 황량한 TL에서 외설물이 나옵니다. Hawashmi라고합니다.,negative
라훌 간디 (Rahul Gandhi)는 모디 (Modi)에 대해 말할 단어가 있지만이 용감한 소녀에게는 한마디도하지 않았다. 스톱 theshame,negative
